u g r i z y
0.25 0.25 0.25 0.43144803531904696 1.711968317071705 4.737185341484052
0.25 0.25 0.25 0.43314055841052324 1.7167664575365778 4.749300448641793
0.25 0.25 0.25 0.4348330815019996 1.721564598001451 4.761492750641737
0.25 0.25 0.25 0.43652560459347606 1.726362738466324 4.773689783182853
0.25 0.25 0.25 0.4382181276849524 1.731160878931197 4.785886815723967
0.25 0.25 0.25 0.43991065077642877 1.7359590193960701 4.798083848265083
0.25 0.25 0.25 0.4416031738679051 1.7407571598609428 4.810280880806197
0.25 0.25 0.25 0.44329569695938154 1.745555300325816 4.8224779133473135
0.25 0.25 0.25 0.4449882200508578 1.750362085565869 4.834674945888428
0.25 0.25 0.25 0.4466807431423342 1.7552775832987613 4.846871978429544
0.25 0.25 0.25 0.44837326623381063 1.7601930810316537 4.859069010970659
0.25 0.25 0.25 0.45006578932528696 1.7651085787645457 4.871266043511773
0.25 0.25 0.25 0.45175831241676334 1.7700240764974382 4.883463076052889
0.25 0.25 0.25 0.4534508355082396 1.7749395742303302 4.8956601085940035
0.25 0.25 0.25 0.4551433585997161 1.7798550719632225 4.9078571411351195
0.25 0.25 0.25 0.4568358816911925 1.784770569696115 4.920054173676235
0.25 0.25 0.25 0.45852840478266876 1.789686067429007 4.93225120621735
0.25 0.25 0.25 0.4602209278741452 1.7946015651618994 4.944448238758465
0.25 0.25 0.25 0.46191345096562153 1.7995170628947914 4.95664527129958
0.25 0.25 0.25 0.4636059740570979 1.8044325606276839 4.968842303840695
0.25 0.25 0.25 0.4652984971485743 1.809348058360576 4.981039336381811
0.25 0.25 0.25 0.4669910202400506 1.8142635560934681 4.9932363689229255
0.25 0.25 0.25 0.46868354333152706 1.8191790538263606 5.005433401464041
0.25 0.25 0.25 0.47037606642300334 1.8240945515592526 5.017630434005156
0.25 0.25 0.25 0.4720685895144798 1.829010049292145 5.029827466546271
0.25 0.25 0.25 0.4737611126059561 1.833925547025037 5.042024499087386
0.25 0.25 0.25 0.4754536356974325 1.8388410447579295 5.054221531628501
0.25 0.25 0.25 0.47714615878890887 1.8437565424908218 5.066418564169617
0.25 0.25 0.25 0.4788386818803852 1.8486720402237138 5.078615596710732
0.25 0.25 0.25 0.48053120497186164 1.8535875379566062 5.090812629251848
0.25 0.25 0.25 0.4822237280633379 1.8585030356894983 5.103009661792962
0.25 0.25 0.25 0.48391625115481435 1.8634185334223907 5.115206694334078
0.25 0.25 0.25 0.4856087742462908 1.868334031155283 5.127403726875193
0.25 0.25 0.25 0.48730129733776706 1.8732495288881752 5.139600759416308
0.25 0.25 0.25 0.48899382042924344 1.8781650266210674 5.151797791957423
0.25 0.25 0.25 0.49068634352071977 1.8830805243539595 5.1639948244985385
0.25 0.25 0.25 0.4923788666121962 1.887996022086852 5.176191857039654
0.25 0.25 0.25 0.4940713897036725 1.892911519819744 5.188388889580768
0.25 0.25 0.25 0.49576391279514886 1.8978270175526364 5.200585922121884
0.25 0.25 0.25 0.49745643588662536 1.9027425152855286 5.212782954662999
0.25 0.25 0.25 0.49914895897810163 1.9076580130184206 5.224979987204114
0.25 0.25 0.25 0.500841482069578 1.912573510751313 5.237177019745229
0.25 0.25 0.25 0.5025340051610543 1.9174890084842051 5.249374052286345
0.25 0.25 0.25 0.5042265282525307 1.9224045062170976 5.261649230262594
0.25 0.25 0.25 0.5059190513440072 1.92732000394999 5.27392863558288
0.25 0.25 0.25 0.5076115744354834 1.932235501682882 5.286208040903166
0.25 0.25 0.25 0.5093040975269598 1.9371509994157743 5.2984874462234535
0.25 0.25 0.25 0.5109966206184362 1.9420664971486663 5.31076685154374
0.25 0.25 0.25 0.5126891437099126 1.9469819948815588 5.323046256864027
0.25 0.25 0.25 0.514381666801389 1.9518974926144512 5.335325662184314
0.25 0.25 0.25 0.5160741898928654 1.9568129903473432 5.3476050675046
0.25 0.25 0.25 0.5177667129843417 1.9617284880802357 5.359884472824887
0.25 0.25 0.25 0.519459236075818 1.9666439858131277 5.372163878145172
0.25 0.25 0.25 0.5211517591672945 1.97155948354602 5.384443283465459
0.25 0.25 0.25 0.5228442822587708 1.976474981278912 5.396722688785745
0.25 0.25 0.25 0.5245368053502472 1.9813904790118044 5.409002094106032
0.25 0.25 0.25 0.5262293284417237 1.9863059767446969 5.421281499426319
0.25 0.25 0.25 0.5279218515331998 1.991221474477589 5.433560904746606
0.25 0.25 0.25 0.5296143746246763 1.9961369722104814 5.445840310066893
0.25 0.25 0.25 0.5313068977161526 2.001052469943373 5.458119715387179
0.25 0.25 0.25 0.532999420807629 2.005967967676266 5.470399120707465
0.25 0.25 0.25 0.5346919438991055 2.010883465409158 5.482678526027752
0.25 0.25 0.25 0.5363844669905817 2.01579896314205 5.494957931348038
0.25 0.25 0.25 0.5380769900820581 2.0207144608749426 5.507237336668325
0.25 0.25 0.25 0.5397695131735345 2.0256299586078343 5.519516741988611
0.25 0.25 0.25 0.5414620362650109 2.030545456340727 5.531796147308898
0.25 0.25 0.25 0.5431545593564873 2.0354609540736193 5.544075552629185
0.25 0.25 0.25 0.5448470824479636 2.0403764518065115 5.5563549579494715
0.25 0.25 0.25 0.54653960553944 2.0452919495394037 5.568634363269758
0.25 0.25 0.25 0.5482321286309163 2.050207447272296 5.580913768590044
0.25 0.25 0.25 0.5499246517223928 2.055122945005188 5.593193173910331
0.25 0.25 0.25 0.551617174813869 2.06003844273808 5.605472579230617
0.25 0.25 0.25 0.5533096979053455 2.0649539404709727 5.617751984550904
0.25 0.25 0.25 0.5550022209968218 2.069869438203865 5.630031389871191
0.25 0.25 0.25 0.5566947440882981 2.074784935936757 5.642310795191477
0.25 0.25 0.25 0.5583872671797745 2.0797004336696494 5.654590200511764
0.25 0.25 0.25 0.5600797902712509 2.084615931402541 5.66686960583205
0.25 0.25 0.25 0.5617723133627273 2.089531429135434 5.679149011152337
0.25 0.25 0.25 0.5634648364542036 2.094446926868326 5.691428416472624
0.25 0.25 0.25 0.56515735954568 2.0993624246012184 5.70370782179291
0.25 0.25 0.25 0.5668498826371564 2.1042779223341106 5.715987227113197
0.25 0.25 0.25 0.5685424057286328 2.109193420067003 5.728266632433483
0.25 0.25 0.25 0.5702349288201092 2.114108917799895 5.74054603775377
0.25 0.25 0.25 0.5719274519115856 2.1190244155327873 5.752844500033419
0.25 0.25 0.25 0.5736199750030618 2.1239399132656795 5.765206727099552
0.25 0.25 0.25 0.5753124980945383 2.128855410998572 5.777568954165686
0.25 0.25 0.25 0.5770050211860145 2.133770908731464 5.789931181231818
0.25 0.25 0.25 0.578697544277491 2.1386864064643563 5.802293408297952
0.25 0.25 0.25 0.5803900673689673 2.1436019041972485 5.814655635364085
0.25 0.25 0.25 0.5820825904604436 2.1485174019301407 5.8270178624302185
0.25 0.25 0.25 0.5837751135519201 2.153432899663033 5.839380089496352
0.25 0.25 0.25 0.5854676366433964 2.158348397395925 5.8517423165624844
0.25 0.25 0.25 0.5871601597348728 2.1632638951288174 5.864104543628618
0.25 0.25 0.25 0.5888526828263492 2.1681793928617097 5.876466770694751
0.25 0.25 0.25 0.5905452059178256 2.173094890594602 5.888828997760885
0.25 0.25 0.25 0.5922377290093019 2.178010388327494 5.901191224827018
0.25 0.25 0.25 0.5939302521007783 2.1829258860603864 5.913553451893151
0.25 0.25 0.25 0.5956227751922547 2.1878413837932786 5.925915678959284
0.25 0.25 0.25 0.597315298283731 2.192756881526171 5.938277906025418
0.25 0.25 0.25 0.5990078213752075 2.197672379259063 5.950640133091551
0.25 0.25 0.25 0.6007003444666836 2.2025878769919554 5.963002360157684
0.25 0.25 0.25 0.6023928675581601 2.2075033747248476 5.975364587223817
0.25 0.25 0.25 0.6040853906496365 2.21241887245774 5.9877268142899505
0.25 0.25 0.25 0.6057779137411128 2.217334370190632 6.000089041356084
0.25 0.25 0.25 0.6074704368325892 2.2222498679235243 6.012451268422217
0.25 0.25 0.25 0.6091629599240656 2.2271653656564165 6.02481349548835
0.25 0.25 0.25 0.6108554830155419 2.232080863389309 6.037175722554483
0.25 0.25 0.25 0.6125480061070183 2.236996361122201 6.049537949620617
0.25 0.25 0.25 0.6142405291984947 2.2419118588550933 6.06190017668675
0.25 0.25 0.25 0.6159330522899711 2.2468273565879855 6.074262403752884
0.25 0.25 0.25 0.6176255753814475 2.2517853946030737 6.086624630819016
0.25 0.25 0.25 0.6193180984729239 2.256820871761777 6.09898685788515
0.25 0.25 0.25 0.6210106215644002 2.2618563489204795 6.111349084951283
0.25 0.25 0.25 0.6227031446558765 2.266891826079182 6.1237113120174165
0.25 0.25 0.25 0.624395667747353 2.2719273032378853 6.13607353908355
0.25 0.25 0.25 0.6260881908388293 2.276962780396588 6.1484357661496825
0.25 0.25 0.25 0.6277807139303057 2.281998257555291 6.160797993215816
0.25 0.25 0.25 0.6294732370217819 2.2870337347139937 6.173160220281948
0.25 0.25 0.25 0.6311657601132583 2.292069211872697 6.185522447348083
0.25 0.25 0.25 0.6328582832047348 2.2971046890314 6.197884674414216
0.25 0.25 0.25 0.6345508062962111 2.3021401661901026 6.210246901480349
0.25 0.25 0.25 0.6362433293876875 2.3071756433488053 6.222609128546482
0.25 0.25 0.25 0.6379358524791638 2.312211120507508 6.234971355612615
0.25 0.25 0.25 0.6396283755706402 2.317246597666211 6.247333582678749
0.25 0.25 0.25 0.6413208986621166 2.322282074824914 6.25976112097132
0.25 0.25 0.25 0.643013421753593 2.327317551983617 6.272206620320269
0.25 0.25 0.25 0.6447059448450694 2.33235302914232 6.284652119669217
0.25 0.25 0.25 0.6463984679365457 2.3373885063010227 6.297097619018165
0.25 0.25 0.25 0.6480909910280221 2.342423983459726 6.309543118367113
0.25 0.25 0.25 0.6497835141194985 2.3474594606184285 6.321988617716062
0.25 0.25 0.25 0.6514760372109748 2.352494937777131 6.33443411706501
0.25 0.25 0.25 0.6531685603024512 2.3575304149358343 6.3468796164139585
0.25 0.25 0.25 0.6548610833939275 2.362565892094537 6.359325115762906
0.25 0.25 0.25 0.656553606485404 2.36760136925324 6.3717706151118545
0.25 0.25 0.25 0.6582461295768802 2.3726368464119427 6.384216114460802
0.25 0.25 0.25 0.6599386526683566 2.377672323570646 6.3966616138097505
0.25 0.25 0.25 0.661631175759833 2.382707800729349 6.4091071131587
0.25 0.25 0.25 0.6633236988513094 2.3877432778880516 6.421552612507647
0.25 0.25 0.25 0.6650162219427858 2.3927787550467547 6.433998111856596
0.25 0.25 0.25 0.6667087450342621 2.397814232205457 6.446443611205543
0.25 0.25 0.25 0.6684012681257385 2.40284970936416 6.458889110554492
0.25 0.25 0.25 0.6700937912172149 2.407885186522863 6.471334609903441
0.25 0.25 0.25 0.6717863143086913 2.412920663681566 6.483780109252389
0.25 0.25 0.25 0.6734788374001677 2.417956140840269 6.496225608601337
0.25 0.25 0.25 0.675171360491644 2.4229916179989717 6.508671107950285
0.25 0.25 0.25 0.6768638835831203 2.428027095157675 6.521116607299233
0.25 0.25 0.25 0.6785564066745966 2.4330625723163775 6.533562106648182
0.25 0.25 0.25 0.680248929766073 2.4380980494750806 6.54600760599713
0.25 0.25 0.25 0.6819414528575495 2.4431335266337832 6.558453105346079
0.25 0.25 0.25 0.6836339759490258 2.448169003792486 6.570898604695026
0.25 0.25 0.25 0.6853264990405021 2.453204480951189 6.583344104043975
0.25 0.25 0.25 0.6870190221319785 2.4582399581098917 6.595789603392923
0.25 0.25 0.25 0.6887115452234549 2.463275435268595 6.6082351027418715
0.25 0.25 0.25 0.6904040683149313 2.468310912427298 6.62068060209082
0.25 0.25 0.25 0.6920965914064077 2.4733463895860006 6.6331261014397676
0.25 0.25 0.25 0.693789114497884 2.4783818667447037 6.645571600788716
0.25 0.25 0.25 0.6954816375893603 2.4834173439034064 6.658017100137664
0.25 0.25 0.25 0.6971741606808368 2.488452821062109 6.670462599486613
0.25 0.25 0.25 0.6988666837723132 2.493488298220812 6.682908098835561
0.25 0.25 0.25 0.7005592068637895 2.498523775379515 6.695353598184509
0.25 0.25 0.25 0.702251729955266 2.503559252538218 6.707799097533457
0.25 0.25 0.25 0.7039442530467421 2.5085947296969207 6.720244596882405
0.25 0.25 0.25 0.7056367761382186 2.5136302068556238 6.732690096231353
0.25 0.25 0.25 0.7073292992296949 2.5186656840143264 6.745135595580302
0.25 0.25 0.25 0.7090218223211713 2.5237011611730296 6.757632095096182
0.25 0.25 0.25 0.7107143454126477 2.5287366383317327 6.7701613188345835
0.25 0.25 0.25 0.712406868504124 2.533772115490435 6.782690542572985
0.25 0.25 0.25 0.7140993915956004 2.538807592649138 6.795219766311387
0.25 0.25 0.25 0.7157919146870768 2.5438430698078407 6.807748990049789
0.25 0.25 0.25 0.7174844377785532 2.548878546966544 6.820278213788191
0.25 0.25 0.25 0.7191769608700296 2.553914024125247 6.8328074375265935
0.25 0.25 0.25 0.720869483961506 2.5589495012839496 6.845336661264994
0.25 0.25 0.25 0.7225620070529823 2.5639849784426527 6.857865885003397
0.25 0.25 0.25 0.7242545301444586 2.5690204556013554 6.870395108741798
0.25 0.25 0.25 0.725947053235935 2.574055932760058 6.882924332480201
0.25 0.25 0.25 0.7276395763274115 2.579091409918761 6.895453556218603
0.25 0.25 0.25 0.7293320994188878 2.584126887077464 6.907982779957004
0.25 0.25 0.25 0.7310246225103642 2.589162364236167 6.920512003695406
0.25 0.25 0.25 0.7327171456018404 2.5941978413948696 6.933041227433808
0.25 0.25 0.25 0.7344096686933168 2.5992333185535728 6.94557045117221
0.25 0.25 0.25 0.7361021917847932 2.6042687957122754 6.958099674910612
0.25 0.25 0.25 0.7377947148762696 2.6093042728709785 6.9706288986490135
0.25 0.25 0.25 0.739487237967746 2.614339750029681 6.983158122387416
0.25 0.25 0.25 0.7411797610592223 2.6193752271883843 6.995687346125817
0.25 0.25 0.25 0.7428722841506987 2.624410704347087 7.00821656986422
0.25 0.25 0.25 0.744564807242175 2.6294461815057897 7.020745793602621
0.25 0.25 0.25 0.7462573303336515 2.634481658664493 7.0332750173410234
0.25 0.25 0.25 0.7479498534251279 2.639517135823196 7.045804241079425
0.25 0.25 0.25 0.7496423765166041 2.6445526129818986 7.058333464817827
0.25 0.25 0.25 0.7514331959797353 2.6495880901406017 7.070862688556229
0.25 0.25 0.25 0.7532503493264211 2.6546235672993044 7.083391912294631
0.25 0.25 0.25 0.755067502673107 2.6596590444580075 7.0959211360330325
0.25 0.25 0.25 0.7568846560197928 2.66469452161671 7.108450359771435
0.25 0.25 0.25 0.7587018093664786 2.669729998775413 7.120979583509836
0.25 0.25 0.25 0.7605189627131644 2.674765475934116 7.133508807248239
0.25 0.25 0.25 0.7623361160598502 2.6798009530928186 7.14603803098664
0.25 0.25 0.25 0.764153269406536 2.6848364302515217 7.1585672547250425
0.25 0.25 0.25 0.7659704227532218 2.6898719074102244 7.1710964784634434
0.25 0.25 0.25 0.7677875760999077 2.6949073845689275 7.183625702201846
0.25 0.25 0.25 0.7696047294465935 2.6999428617276306 7.196154925940248
0.25 0.25 0.25 0.7714218827932792 2.7049783388863333 7.20868414967865
0.25 0.25 0.25 0.7732390361399649 2.710013816045036 7.221213373417051
0.25 0.25 0.25 0.7750561894866508 2.715049293203739 7.233742597155453
0.25 0.25 0.25 0.7768733428333366 2.720084770362442 7.246271820893855
0.25 0.25 0.25 0.7786904961800225 2.725120247521145 7.25886017478457
0.25 0.25 0.25 0.7805076495267084 2.730155724679848 7.271473576588074
0.25 0.25 0.25 0.782324802873394 2.7351912018385502 7.284086978391575
0.25 0.25 0.25 0.7841419562200799 2.7402266789972534 7.296700380195079
0.25 0.25 0.25 0.7859591095667657 2.7452621561559565 7.309313781998583
0.25 0.25 0.25 0.7877762629134516 2.750304883030838 7.321927183802086
0.25 0.25 0.25 0.7895934162601375 2.755463013731423 7.334540585605589
0.25 0.25 0.25 0.7914105696068231 2.760621144432007 7.347153987409091
0.25 0.25 0.25 0.793227722953509 2.7657792751325916 7.359767389212594
0.25 0.25 0.25 0.7950448763001948 2.7709374058331764 7.372380791016098
0.25 0.25 0.25 0.7968620296468807 2.776095536533761 7.384994192819602
0.25 0.25 0.25 0.7986791829935665 2.781253667234346 7.397607594623105
0.25 0.25 0.25 0.8004963363402521 2.7864117979349303 7.410220996426607
0.25 0.25 0.25 0.8023134896869379 2.7915699286355147 7.42283439823011
0.25 0.25 0.25 0.8041306430336238 2.7967280593360995 7.4354478000336135
0.25 0.25 0.25 0.8059477963803097 2.8018861900366843 7.448061201837117
0.25 0.25 0.25 0.8077649497269953 2.8070443207372686 7.460674603640618
0.25 0.25 0.25 0.8095821030736812 2.8122024514378534 7.473288005444123
0.25 0.25 0.25 0.811399256420367 2.817360582138438 7.485901407247626
0.25 0.25 0.25 0.8132164097670529 2.822518712839023 7.498514809051129
0.25 0.25 0.25 0.8150335631137388 2.827676843539608 7.511128210854633
0.25 0.25 0.25 0.8168507164604244 2.8328349742401917 7.523741612658134
0.25 0.25 0.25 0.8186678698071103 2.8379931049407765 7.536355014461638
0.25 0.25 0.25 0.8204850231537961 2.8431512356413613 7.548968416265141
0.25 0.25 0.25 0.822302176500482 2.848309366341946 7.561581818068644
0.25 0.25 0.25 0.8241193298471678 2.853467497042531 7.5741952198721485
0.25 0.25 0.25 0.8259364831938535 2.858625627743115 7.58680862167565
0.25 0.25 0.25 0.8277536365405394 2.8637837584436996 7.599422023479153
0.25 0.25 0.25 0.8295707898872252 2.8689418891442844 7.612035425282657
0.25 0.25 0.25 0.8313879432339111 2.874100019844869 7.62464882708616
0.25 0.25 0.25 0.8332050965805969 2.879258150545454 7.637262228889663
0.25 0.25 0.25 0.8350222499272825 2.884416281246038 7.649875630693166
0.25 0.25 0.25 0.8368394032739683 2.8895744119466227 7.662489032496669
0.25 0.25 0.25 0.8386565566206542 2.8947325426472075 7.675102434300173
0.25 0.25 0.25 0.84047370996734 2.8998906733477923 7.687715836103676
0.25 0.25 0.25 0.8422908633140259 2.905048804048377 7.700329237907179
0.25 0.25 0.25 0.8441080166607116 2.9102069347489614 7.712942639710681
0.25 0.25 0.25 0.8459251700073974 2.915365065449546 7.725556041514184
0.25 0.25 0.25 0.8477423233540833 2.920523196150131 7.7381694433176875
0.25 0.25 0.25 0.8495594767007691 2.925681326850716 7.750788097849529
0.25 0.25 0.25 0.851376630047455 2.9308394575513006 7.7634861329620914
0.25 0.25 0.25 0.8531937833941406 2.9359975882518845 7.776184168074652
0.25 0.25 0.25 0.8550109367408265 2.9411557189524693 7.788882203187214
0.25 0.25 0.25 0.8568280900875124 2.946313849653054 7.801580238299775
0.25 0.25 0.25 0.8586452434341982 2.951471980353639 7.814278273412337
0.25 0.25 0.25 0.8604623967808839 2.956630111054223 7.826976308524897
0.25 0.25 0.25 0.8622795501275697 2.9617882417548076 7.839674343637459
0.25 0.25 0.25 0.8640967034742556 2.9669463724553924 7.8523723787500215
0.25 0.25 0.25 0.8659138568209415 2.972104503155977 7.8650704138625835
0.25 0.25 0.25 0.8677310101676273 2.977262633856562 7.877768448975146
0.25 0.25 0.25 0.8695481635143129 2.982420764557146 7.890466484087706
0.25 0.25 0.25 0.8713653168609987 2.9875788952577307 7.903164519200268
0.25 0.25 0.25 0.8731824702076846 2.9927370259583155 7.91586255431283
0.25 0.25 0.25 0.8749996235543704 2.9978951566589003 7.928560589425392
0.25 0.25 0.25 0.8768167769010563 3.003053287359485 7.941258624537954
0.25 0.25 0.25 0.878633930247742 3.0082114180600694 7.9539566596505145
0.25 0.25 0.25 0.8804510835944278 3.013369548760654 7.9666546947630765
0.25 0.25 0.25 0.8822682369411137 3.018527679461239 7.979352729875639
0.25 0.25 0.25 0.8840853902877995 3.023685810161824 7.992050764988201
0.25 0.25 0.25 0.8859025436344854 3.0288439408624086 8.004748800100762
0.25 0.25 0.25 0.887719696981171 3.0340020715629925 8.017446835213322
0.25 0.25 0.25 0.8895368503278569 3.0391602022635773 8.030144870325884
0.25 0.25 0.25 0.8913540036745428 3.044318332964162 8.042842905438446
0.25 0.25 0.25 0.8931711570212286 3.049476463664747 8.055540940551008
0.25 0.25 0.25 0.8949883103679145 3.0546345943653317 8.06823897566357
0.25 0.25 0.25 0.8968054637146001 3.0597927250659156 8.08093701077613
0.25 0.25 0.25 0.8986226170612859 3.0649508557665004 8.093635045888693
0.25 0.25 0.25 0.9004397704079719 3.070108986467085 8.106333081001255
0.25 0.25 0.25 0.9022569237546576 3.07526711716767 8.119031116113817
0.25 0.25 0.25 0.9040740771013436 3.080425247868255 8.131729151226379
0.25 0.25 0.25 0.9058912304480291 3.0855833785688387 8.14442718633894
0.25 0.25 0.25 0.907708383794715 3.0907415092694235 8.157125221451501
0.25 0.25 0.25 0.9095255371414008 3.0958996399700083 8.169823256564063
0.25 0.25 0.25 0.9113426904880867 3.101057770670593 8.182521291676625
0.25 0.25 0.25 0.9131598438347726 3.106215901371178 8.195219326789188
0.25 0.25 0.25 0.9149769971814582 3.111374032071762 8.207917361901748
0.25 0.25 0.25 0.9167941505281441 3.116532162772347 8.22061539701431
0.25 0.25 0.25 0.9186113038748299 3.121690293472932 8.233313432126872
0.25 0.25 0.25 0.9204284572215158 3.1268484241735166 8.246011467239434
0.25 0.25 0.25 0.9222456105682014 3.1320065548741005 8.25876786513008
0.25 0.25 0.25 0.9240627639148873 3.1371646855746853 8.27155099036323
0.25 0.25 0.25 0.9258799172615731 3.14232281627527 8.284334115596378
0.25 0.25 0.25 0.927697070608259 3.147480946975855 8.297117240829529
0.25 0.25 0.25 0.9295142239549449 3.1526390776764397 8.309900366062678
0.25 0.25 0.25 0.9313313773016305 3.1577972083770236 8.322683491295825
0.25 0.25 0.25 0.9331485306483163 3.1629553390776084 8.335466616528976
0.25 0.25 0.25 0.9349656839950022 3.168113469778193 8.348249741762125
0.25 0.25 0.25 0.936782837341688 3.173271600478778 8.361032866995274
0.25 0.25 0.25 0.938599990688374 3.178429731179363 8.373815992228424
0.25 0.25 0.25 0.9404171440350595 3.1835878618799467 8.386599117461571
0.25 0.25 0.25 0.9422342973817454 3.1887459925805315 8.399382242694722
0.25 0.25 0.25 0.9440514507284312 3.1939041232811163 8.412165367927871
0.25 0.25 0.25 0.9458686040751171 3.199062253981701 8.42494849316102
0.25 0.25 0.25 0.9476857574218029 3.204220384682286 8.43773161839417
0.25 0.25 0.25 0.9495029107684886 3.2093785153828702 8.450514743627318
0.25 0.25 0.25 0.9513200641151744 3.214536646083455 8.463297868860467
0.25 0.25 0.25 0.9531372174618603 3.2196947767840394 8.476080994093618
0.25 0.25 0.25 0.9549543708085462 3.2248529074846246 8.488864119326767
